item:activate-alchemy-jug	Close match	spell:conjure-animals	jb2a.liquid.splash.blue	psfx.consumables.potions-vials.drink-liquid.001	The jug pours: a splash of whatever was asked for.
item:alchemy-jug	Close match	spell:conjure-animals	jb2a.liquid.splash.blue	psfx.consumables.potions-vials.drink-liquid.001	The jug pours: a splash of whatever was asked for.
item:activate-folding-boat	Close match	spell:conjure-animals	jb2a.smoke.puff.centered.grey	psfx.casting.generic.001	The box unfolds into a boat, in a puff of displaced air.
item:boat-utility	Close match	spell:conjure-animals	jb2a.smoke.puff.centered.grey	psfx.casting.generic.001	The box unfolds into a boat, in a puff of displaced air.
item:adamantine-ammunition	Family match	weapon:longbow	jb2a.glint.yellow.few	psfx.ranged-weapons.longbow.v1	A hard glint as the adamantine head bites.
item:adm-arrows	Family match	weapon:longbow	jb2a.glint.yellow.few	psfx.ranged-weapons.longbow.v1	A hard glint as the adamantine head bites.
item:adamantine-armor	No proposed FX				Worn armour with no activation — nothing happens at a moment.
item:air-ring-of-elemental-command	Close match	spell:conjure-animals	jb2a.wind_stream.400.white	psfx.cantrips.gust.v1	The ring commands air: wind at the wearer.
item:ring-of-elemental-command	Close match	spell:conjure-animals	jb2a.magic_signs.circle.02.conjuration.complete.blue	psfx.magic-signs.circle.v1.conjuration.complete	The ring commands an element: a conjuration circle at the wearer.
item:alchemy-jug-container	No proposed FX				A container. Its pouring is the Activate Alchemy Jug record, which has a proposal.
item:ammunition-of-slaying	Family match	weapon:longbow	jb2a.arrow.physical.white.01	psfx.ranged-weapons.longbow.v1	The shot, and a force burst on the creature it was made for.
item:ammunition-1-2-or-3	Family match	weapon:longbow	jb2a.glint.yellow.few	psfx.ranged-weapons.longbow.v1	A small gold glint marks the enchanted head.
item:amulet-of-health	No proposed FX				Worn, always on — no moment to play.
item:amulet-of-proof-against-detection-and-location	No proposed FX				Worn, always on — no moment to play.
item:amulet-of-the-planes	Close match	spell:dimension-door	jb2a.portals.vertical.vortex.purple	psfx.magic-signs.circle.v1.conjuration.complete	Plane Shift: a portal opens at the wearer.
item:animated-shield	Close match	spell:mage-armor	jb2a.markers.shield.blue.03	psfx.magic-signs.rune.v1.abjuration.intro	The shield lets go and floats to guard.
item:anstruth-harp-instrument-of-the-bards	Close match	spell:bless	jb2a.music_notations.treble_clef.blue	psfx.musical-instruments.lute.01.strummed-tremolo.keyOfC.C6	An instrument of the bards is played — one of seven, all the same but for the key.
item:apparatus-of-kwalish	Close match	spell:conjure-animals	jb2a.smoke.puff.centered.grey	psfx.ambient.tools.gears.001	The barrel unfolds into the lobster, gears turning.
item:armor-of-gleaming	No proposed FX				Armour that stays clean — nothing to play.
item:armor-of-invulnerability	Close match	spell:mage-armor	jb2a.markers.shield_rampart.loop.01.white	psfx.magic-signs.rune.v1.abjuration.intro	Invulnerability: the rampart shield over the wearer.
item:armor-of-resistance	Close match	effect:acid-protection	jb2a.shield.01.loop.blue	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to one damage type: the same shield the elemental protections use.
item:armor-of-vulnerability	Close match	effect:acid-protection	jb2a.markers.shield_cracked.dark_red.03	psfx.magic-signs.rune.v1.necromancy.intro	The cursed twin: a cracked shield instead of a whole one.
item:armor-1-2-or-3	No proposed FX				Worn armour with no activation.
item:arrow-catching-shield	Close match	spell:mage-armor	jb2a.markers.shield.blue.03	psfx.impacts.bludgeoning.v1	The shield pulls an arrow out of the air.
item:art-object-2000-gp	No proposed FX				Treasure. Nothing happens at the table.
item:jewelry-2000-gp	No proposed FX				Treasure. Nothing happens at the table.
item:art-object-2500-gp	No proposed FX				Treasure. Nothing happens at the table.
item:jewelry2500gp	No proposed FX				Treasure. Nothing happens at the table.
item:art-object-25-gp	No proposed FX				Treasure. Nothing happens at the table.
item:jewelry25gp	No proposed FX				Treasure. Nothing happens at the table.
item:art-object-250-gp	No proposed FX				Treasure. Nothing happens at the table.
item:jewelry250gp	No proposed FX				Treasure. Nothing happens at the table.
item:art-object-7500-gp	No proposed FX				Treasure. Nothing happens at the table.
item:jewelry7500gp	No proposed FX				Treasure. Nothing happens at the table.
item:art-object-750-gp	No proposed FX				Treasure. Nothing happens at the table.
item:jewelry750gp	No proposed FX				Treasure. Nothing happens at the table.
item:baba-yagas-dancing-broom	Close match	spell:conjure-animals	jb2a.magic_signs.circle.02.conjuration.complete.green	psfx.magic-signs.circle.v1.conjuration.complete	The broom animates and sweeps into the fight.
item:bag-of-beans	Close match	spell:conjure-animals	jb2a.explosion.02.green	psfx.casting.earth.001	A bean is planted and something bursts out of the ground.
item:bag-of-devouring	Close match	spell:black-tentacles	jb2a.black_tentacles.dark_purple	psfx.impacts.magicaleffects.necrotic	The bag swallows what is put into it.
item:bag-of-holding	No proposed FX				A container. Reaching into it is not a moment the table watches.
item:balance	No proposed FX				A Deck of Many Things card. The draw plays on the Deck itself, not on each of its cards.
item:bead-of-force	Close match	spell:mage-armor	jb2a.wall_of_force.sphere.blue	psfx.impacts.magicaleffects.generic.002.001	The bead bursts into a sphere of force.
item:bead-of-nourishment	No proposed FX				Food in bead form — nothing to play.
item:bead-of-refreshment	Close match	spell:conjure-animals	jb2a.liquid.splash.blue	psfx.consumables.potions-vials.drink-liquid.001	The bead becomes a pint of liquid.
item:beer-pint	Close match	spell:cure-wounds	jb2a.liquid.splash.brown	psfx.consumables.food-and-drink.consume.drink.sip.polite.001	A pint drunk.
item:belt-of-dwarvenkind	No proposed FX				Worn, always on — no moment to play.
item:belt-of-giant-strength	No proposed FX				Worn, always on — no moment to play. Seven belts, all the same in this respect.
item:belt-of-giant-strength-cloud	No proposed FX				Worn, always on — no moment to play.
item:belt-of-giant-strength-fire	No proposed FX				Worn, always on — no moment to play.
item:belt-of-giant-strength-frost	No proposed FX				Worn, always on — no moment to play.
item:belt-of-giant-strength-hill	No proposed FX				Worn, always on — no moment to play.
item:hil-belt-of-giant-strength	No proposed FX				Worn, always on — no moment to play.
item:belt-of-giant-strength-stone	No proposed FX				Worn, always on — no moment to play.
item:belt-of-giant-strength-storm	No proposed FX				Worn, always on — no moment to play.
