feature:aberrant	No proposed FX				A subclass name, not an ability — nothing to play.
feature:aberrant-sorcery	No proposed FX				A subclass name, not an ability — nothing to play.
feature:abjuration-savant	No proposed FX				A passive trait — no moment to play.
feature:abjurer	No proposed FX				A subclass name, not an ability — nothing to play.
feature:acrobatic-movement	No proposed FX				A passive trait — no moment to play.
feature:additional-fighting-style	No proposed FX				A passive trait — no moment to play.
feature:agonizing-blast	No proposed FX				Extra damage on Eldritch Blast, which has its own FX.
feature:ambush	Close match	effect:hasted	jb2a.token_border.circle.static.orange.004	psfx.magic-signs.rune.v1.transmutation.complete	Ambush: the assassin moves first.
feature:animal-speaker	No proposed FX				A passive trait — no moment to play.
feature:aquatic-affinity	No proposed FX				A passive trait — no moment to play.
feature:arcane-apotheosis	No proposed FX				A passive trait — no moment to play.
feature:arcane-trickster	No proposed FX				A subclass name, not an ability — nothing to play.
feature:trickster	No proposed FX				A subclass name, not an ability — nothing to play.
feature:archfey	No proposed FX				A subclass name, not an ability — nothing to play.
feature:archfey-patron	No proposed FX				A subclass name, not an ability — nothing to play.
feature:archfey-spells	No proposed FX				A spell list — each spell has its own FX.
feature:armor-of-shadows	Close match	spell:mage-armor	jb2a.magic_signs.circle.02.abjuration.loop.dark_purple	psfx.magic-signs.rune.v1.abjuration.intro	Armor of Shadows: Mage Armor at will, in shadow.
feature:ascendant-step	Close match	effect:levitating	jb2a.wind_stream.400.white	psfx.magic-signs.rune.v1.transmutation.intro	Ascendant Step: Levitate at will.
feature:aspect-of-the-wilds	No proposed FX				A passive trait — no moment to play.
feature:assassin	No proposed FX				A subclass name, not an ability — nothing to play.
feature:assassins-tools	No proposed FX				A proficiency — no moment to play.
feature:assassinate	Close match	effect:outlined	jb2a.sneak_attack.dark_red	psfx.impacts.slashing.v1	Assassinate: the first strike lands hard.
feature:aura-expansion	No proposed FX				A wider aura — no moment of its own.
feature:aura-of-courage	Close match	spell:bless	jb2a.template_circle.aura.01.loop.large.yellow	psfx.magic-signs.circle.v1.abjuration.loop	Aura of Courage: a gold aura around the paladin.
feature:aura-of-alacrity	Close match	spell:bless	jb2a.template_circle.aura.01.loop.large.orangepurple	psfx.magic-signs.circle.v1.abjuration.loop	Aura of Alacrity: a quick aura around the paladin.
feature:aura-of-devotion	Close match	spell:bless	jb2a.template_circle.aura.01.loop.large.yellow	psfx.magic-signs.circle.v1.abjuration.loop	Aura of Devotion: a gold aura around the paladin.
feature:aura-of-protection	Close match	spell:bless	jb2a.template_circle.aura.01.loop.large.bluepurple	psfx.magic-signs.circle.v1.abjuration.loop	Aura of Protection: a blue aura around the paladin.
feature:aura-of-warding	Close match	spell:bless	jb2a.template_circle.aura.01.loop.large.green	psfx.magic-signs.circle.v1.abjuration.loop	Aura of Warding: a green aura around the paladin.
feature:avatar-of-battle	No proposed FX				A passive trait — no moment to play.
feature:avenging-angel	Close match	effect:avenging-angel	modules/dnd5e-animations/assets/graphics/Wings.webp	psfx.class-features.divine-smite.v1.001.caster	Avenging Angel: wings, exactly as its own effect already plays.
feature:bait-and-switch	No proposed FX				A swap of places — no moment of its own.
feature:barbarian	No proposed FX				A class name, not an ability — nothing to play.
feature:bard	No proposed FX				A class name, not an ability — nothing to play.
feature:bastion-of-law	Close match	spell:mage-armor	jb2a.markers.shield.blue.03	psfx.magic-signs.rune.v1.abjuration.intro	Bastion of Law: a ward of dice around the target.
feature:battering-roots	Close match	effect:bark-like-skin	jb2a.vine.loop.elemental.group.01.dark_orange	psfx.casting.earth.001	Battering Roots: the staff grows reach.
feature:battle-magic	No proposed FX				An extra attack after a spell — no moment of its own.
feature:battle-master	No proposed FX				A subclass name, not an ability — nothing to play.
feature:beast	No proposed FX				A subclass name, not an ability — nothing to play.
feature:beast-master	No proposed FX				A subclass name, not an ability — nothing to play.
feature:beast-spells	No proposed FX				A spell list — each spell has its own FX.
feature:beguiling-magic	Close match	effect:charmed	jb2a.magic_signs.circle.02.enchantment.complete.pink	psfx.magic-signs.circle.v1.enchantment.complete	Beguiling Magic: the fey warlock charms or frightens.
feature:beguiling-twist	Close match	effect:charmed	jb2a.magic_signs.circle.02.enchantment.complete.pink	psfx.magic-signs.circle.v1.enchantment.complete	Beguiling Twist: the charm is turned onto someone else.
feature:bestial-fury	Close match	natural:claws	jb2a.claws.400px.red	psfx.impacts.slashing.v1	Bestial Fury: the companion strikes twice.
feature:blessed-strikes-divine-strike	Close match	spell:spiritual-weapon	jb2a.divine_smite.target.yellowwhite	psfx.class-features.divine-smite.v1.001.target	Divine Strike: the cleric's blow carries the god's light.
feature:blessed-strikes-potent-spellcasting	No proposed FX				Extra damage on a cantrip that has its own FX.
feature:blessing-of-the-trickster	Close match	spell:invisibility	jb2a.shimmer.01.purple	psfx.magic-signs.rune.v1.illusion.intro	Blessing of the Trickster: advantage on Stealth.
feature:body-and-mind	No proposed FX				A passive trait — no moment to play.
feature:bonus-proficiencies	No proposed FX				A proficiency — no moment to play.
