effect:knocked-down	Close match	effect:slowed	jb2a.token_border.circle.static.orange.004	psfx.impacts.bludgeoning.v1	The shield shoves and the target goes down.
effect:leader	No proposed FX				An ability score raised by a book — no moment to play.
effect:lit-candle-of-invocation	Close match	spell:light	jb2a.markers.light.complete.yellow	psfx.cantrips.light.v1.001	The candle is lit.
effect:longsword-form	No proposed FX				The cane is a longsword now — the swing has an FX on the weapon record.
effect:luck-blade	No proposed FX				A bonus to saves — no moment to play.
effect:lucky	No proposed FX				Carried, always on — no moment to play.
effect:mariners-armor	Close match	effect:unrestricted-movement	jb2a.liquid.splash.blue	psfx.casting.water.001	The armour keeps its wearer afloat.
effect:mastiff-figurine	Close match	spell:conjure-animals	jb2a.magic_signs.circle.02.conjuration.complete.dark_purple	psfx.magic-signs.circle.v1.conjuration.complete	The figurine becomes a mastiff.
effect:metal-shell	Close match	effect:stoneskin	jb2a.markers.shield_rampart.loop.01.white	psfx.magic-signs.rune.v1.abjuration.intro	Armor of Invulnerability: nothing gets through.
effect:might-of-giants	No proposed FX				A strength score set by the hammer — no moment to play.
effect:mithral-armor	No proposed FX				Worn, always on — no moment to play.
effect:moon-touched-sword	Close match	spell:light	jb2a.markers.light.complete.blue	psfx.cantrips.light.v1.001	The Moon-Touched Sword sheds moonlight.
effect:moonblade	Close match	effect:shining	jb2a.markers.light.complete.blue	psfx.weapon-swooshes.light.v1.group01	The Moonblade wakes for its bearer.
effect:movement-swim-speed	No proposed FX				A swim speed — no moment to play.
effect:necrotic-resistance	Close match	effect:acid-protection	jb2a.shield.01.loop.purple	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to necrotic: the shield in violet.
effect:nine-lives-stealer	No proposed FX				A property of the blade — the swing has a proposal on the weapon record.
effect:oathbow	No proposed FX				A property of the bow — the shot has a proposal on the weapon record.
effect:obedient	Close match	effect:dominated	jb2a.markers.heart.dark_red.03	psfx.magic-signs.rune.v1.enchantment.intro	The Rod of Rulership: the target obeys.
effect:ogre-strength	No proposed FX				A strength score set by gauntlets — no moment to play.
effect:oiled	Family match	weapon:longsword	jb2a.glint.blue.few	psfx.consumables.potions-vials.cork-bottle.001	Oil of Sharpness on the blade: a glint on the edge.
effect:oiled-ammunition	Family match	weapon:longbow	jb2a.glint.blue.few	psfx.consumables.potions-vials.cork-bottle.001	Oil of Sharpness on the head: a glint on the point.
effect:pact-keeper-bonus-1	No proposed FX				A bonus to spell save DC — no moment to play.
effect:pact-keeper-bonus-2	No proposed FX				A bonus to spell save DC — no moment to play.
effect:pact-keeper-bonus-3	No proposed FX				A bonus to spell save DC — no moment to play.
effect:piercing-resistance	Close match	effect:acid-protection	jb2a.markers.shield_rampart.loop.01.white	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to piercing: the rampart shield.
effect:plate-armor-of-etherealness	Close match	effect:ethereal	jb2a.shimmer.01.purple	psfx.magic-signs.rune.v1.transmutation.intro	The plate takes its wearer half out of the world.
effect:poison-coat	Close match	effect:lingering-acid	jb2a.markers.poison.dark_green.03	psfx.magic-signs.rune.v1.transmutation.intro	The Dagger of Venom coats itself.
effect:poisoned-and-blinded	Close match	effect:lingering-acid	jb2a.markers.poison.dark_green.03	psfx.cantrips.poison-spray.v1	Malice takes: poisoned and blinded.
effect:poisoned-and-paralyzed	Close match	effect:lingering-acid	jb2a.markers.poison.dark_green.03	psfx.cantrips.poison-spray.v1	Carrion crawler mucus takes: poisoned and paralysed.
effect:poisoned-and-reduce-max	Close match	effect:lingering-acid	jb2a.markers.poison.dark_green.03	psfx.cantrips.poison-spray.v1	Pale tincture takes: poisoned, and the maximum comes down.
effect:poisoned-and-unconscious	Close match	effect:lingering-acid	jb2a.markers.poison.dark_green.03	psfx.cantrips.poison-spray.v1	Essence of ether takes: poisoned and unconscious.
effect:poisoned-needle	Close match	effect:lingering-acid	jb2a.markers.poison.dark_green.03	psfx.cantrips.poison-spray.v1	The needle takes.
effect:protected-against-poison	Close match	effect:poison-protection	jb2a.shield.01.loop.green	psfx.magic-signs.rune.v1.abjuration.outro	Immunity to poison: the shield in green.
effect:protection-emanation	Close match	spell:mage-armor	jb2a.magic_signs.circle.02.abjuration.loop.blue	psfx.magic-signs.circle.v1.abjuration.loop	The scroll's circle holds one kind of creature out.
effect:protective-aura	Close match	spell:bless	jb2a.template_circle.aura.01.loop.large.yellow	psfx.magic-signs.circle.v1.abjuration.loop	The Rod of Alertness spreads its aura.
effect:psychic-resistance	Close match	effect:acid-protection	jb2a.shield.01.loop.purple	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to psychic: the shield in violet.
effect:quick-acting	No proposed FX				An ability score raised by a book — no moment to play.
effect:radiant-resistance	Close match	effect:acid-protection	jb2a.shield.01.loop.white	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to radiant: the shield in white.
effect:ranged-attack-ac-bonus	No proposed FX				A bonus to AC against ranged attacks — no moment to play.
effect:red-scale	No proposed FX				A dragon scale mail's colour — worn, always on.
effect:resistance-force	Close match	effect:acid-protection	jb2a.shield.01.loop.white	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to force: the shield in white.
effect:resistance-to-cold	Close match	effect:cold-protection	jb2a.shield.01.loop.blue	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to cold from the Staff of Frost.
effect:resistant	Close match	effect:acid-protection	jb2a.markers.shield_rampart.loop.01.white	psfx.magic-signs.rune.v1.abjuration.outro	Potion of Invulnerability: resistance to everything.
effect:restrained-arrow-of-restraint	Close match	effect:ensnared	jb2a.markers.chain.diamond.loop.01.blue	psfx.magic-signs.rune.v1.abjuration.intro	The Energy Bow's arrow of restraint holds the target.
effect:restrained-by-iron	Close match	effect:ensnared	jb2a.markers.chain.diamond.loop.01.grey	psfx.magic-signs.rune.v1.abjuration.intro	The Iron Bands of Bilarro close.
effect:riding-broom-high-weight	Close match	effect:flight	jb2a.wind_stream.400.white	psfx.creature.movement.flight.landing.impact.small	The broom flies, loaded.
effect:riding-broom-low-weight	Close match	effect:flight	jb2a.wind_stream.400.white	psfx.creature.movement.flight.landing.impact.small	The broom flies, light.
effect:ring-of-protection	No proposed FX				Worn, always on — no moment to play.
effect:ring-of-resistance-acid	Close match	effect:acid-protection	jb2a.shield.01.loop.green	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to acid: the shield in green — all ten rings read as the ten protections.
effect:ring-of-resistance-cold	Close match	effect:cold-protection	jb2a.shield.01.loop.blue	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to cold: the shield in blue.
effect:ring-of-resistance-fire	Close match	effect:fire-protection	jb2a.shield.01.loop.red	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to fire: the shield in red.
effect:ring-of-resistance-force	Close match	effect:acid-protection	jb2a.shield.01.loop.white	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to force: the shield in white.
effect:ring-of-resistance-lightning	Close match	effect:lightning-protection	jb2a.shield.01.loop.yellow	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to lightning: the shield in yellow.
effect:ring-of-resistance-necrotic	Close match	effect:acid-protection	jb2a.shield.01.loop.purple	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to necrotic: the shield in violet.
effect:ring-of-resistance-poison	Close match	effect:poison-protection	jb2a.shield.01.loop.green	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to poison: the shield in green.
effect:ring-of-resistance-psychic	Close match	effect:acid-protection	jb2a.shield.01.loop.purple	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to psychic: the shield in violet.
effect:ring-of-resistance-radiant	Close match	effect:acid-protection	jb2a.shield.01.loop.white	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to radiant: the shield in white.
effect:ring-of-resistance-thunder	Close match	effect:thunder-protection	jb2a.shield.01.loop.purple	psfx.magic-signs.rune.v1.abjuration.outro	Resistance to thunder: the shield in violet.
effect:river-styx-effects	Close match	effect:stunned	jb2a.markers.skull.dark_green.03	psfx.impacts.magicaleffects.psychic	The Styx takes the memory.
effect:rod-of-the-pact-keeper-1	No proposed FX				A bonus to spell save DC — no moment to play.
effect:rod-of-the-pact-keeper-2	No proposed FX				A bonus to spell save DC — no moment to play.
effect:rod-of-the-pact-keeper-3	No proposed FX				A bonus to spell save DC — no moment to play.
effect:rogue-card-hostility	Close match	effect:banished	jb2a.condition.curse.01.001.red	psfx.magic-signs.rune.v1.enchantment.intro	The Rogue card: an NPC now hates the drawer.
effect:ruby-resistance	Close match	effect:fire-protection	jb2a.shield.01.loop.red	psfx.magic-signs.rune.v1.abjuration.outro	The Helm of Brilliance's ruby: resistance to fire.
effect:rune-1-bonus	No proposed FX				A Moonblade rune's bonus — the blade itself has a proposal.
effect:rune-blinding-flash	Close match	effect:searing-radiance	jb2a.markers.light.complete.blue	psfx.class-features.divine-smite.v1.001.target	The Moonblade's blinding flash.
