feature:abduct	No proposed FX				A trait with no moment of its own.
feature:aberrant-ground	Close match	effect:reduced-movement	jb2a.template_circle.vortex.loop.purple	psfx.impacts.magicaleffects.psychic	Aberrant Ground: the floor near it is wrong.
feature:absorb-body	Close match	effect:ensnared	jb2a.markers.chain.diamond.loop.01.grey	psfx.impacts.magicaleffects.necrotic	Absorb Body: the creature takes the target in.
feature:acid-absorption	Close match	effect:acid-protection	jb2a.shield.01.loop.green	psfx.magic-signs.rune.v1.abjuration.outro	Acid Absorption: the acid is drunk instead of felt.
feature:acid-spray	Close match	spell:acid-arrow	jb2a.breath_weapons.acid	psfx.cantrips.acid-splash.v1	Acid Spray: a line of acid.
feature:adhesive	No proposed FX				A passive trait — no moment to play.
feature:adhesive-object-form-only	No proposed FX				A passive trait — no moment to play.
feature:advanced-telepathy	No proposed FX				A passive trait — no moment to play.
feature:agile	No proposed FX				A passive trait — no moment to play.
feature:aim	Close match	effect:outlined	jb2a.markers.light.complete.red	psfx.magic-signs.rune.v1.divination.intro	Aim: the shot is lined up.
feature:air-form	No proposed FX				A passive trait — no moment to play.
feature:amorphous	No proposed FX				A passive trait — no moment to play.
feature:amphibious	No proposed FX				A passive trait — no moment to play.
feature:animal-lordship	No proposed FX				A passive trait — no moment to play.
feature:animate-boulders	Close match	spell:conjure-animals	jb2a.impact.earth.01.browngreen	psfx.casting.earth.001	Animate Boulders: the stones get up.
feature:animate-trees	Close match	spell:conjure-animals	jb2a.plant_growth.03.round.4x4.complete.greenyellow	psfx.casting.earth.001	Animate Trees: the trees stand up.
feature:animating-spores	Close match	spell:conjure-animals	jb2a.fog_cloud.02.green02	psfx.magic-signs.circle.v1.necromancy.complete	Animating Spores: the spores raise the dead.
feature:antennae	Close match	effect:lingering-acid	jb2a.markers.shield_cracked.dark_red.03	psfx.cantrips.acid-splash.v1	Antennae: the armour is damaged.
feature:astral-implosion	No proposed FX				A passive trait — no moment to play.
feature:aura-of-authority	Close match	spell:bless	jb2a.template_circle.aura.01.loop.large.yellow	psfx.magic-signs.circle.v1.enchantment.loop	Aura of Authority: everyone near obeys.
feature:aura-of-bravery	Close match	spell:bless	jb2a.template_circle.aura.01.loop.large.yellow	psfx.magic-signs.circle.v1.abjuration.loop	Aura of Bravery: nothing here can charm or frighten.
feature:aversion-to-fire	No proposed FX				A passive trait — no moment to play.
feature:avoidance	No proposed FX				A passive trait — no moment to play.
feature:awestruck	Close match	effect:charmed	jb2a.markers.light.complete.pink	psfx.magic-signs.rune.v1.enchantment.intro	Awestruck: the target cannot look away.
feature:baleful-command	Close match	effect:frightened	jb2a.template_circle.out_pulse.02.burst.purplepink	psfx.impacts.magicaleffects.psychic	Baleful Command: a wave of dread.
feature:barbed-hide	Close match	natural:claws	jb2a.impact.004.dark_red	psfx.impacts.slashing.v1	Barbed Hide: what touches it bleeds.
feature:beast-of-burden	No proposed FX				A carrying capacity — no moment to play.
feature:beguile	Close match	effect:charmed	jb2a.magic_signs.circle.02.enchantment.complete.pink	psfx.magic-signs.circle.v1.enchantment.complete	Beguile: the target is charmed.
feature:beguiling-song	Close match	effect:charmed	jb2a.soundwave.01.orangepurple	psfx.musical-instruments.flute.01.long.keyOfA.A6	Beguiling Song: the song reaches everyone near.
