effect:1st-level-enspelled-armor	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item — all twenty-seven tiers read the same.
effect:1st-level-enspelled-staff	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:1st-level-enspelled-weapon	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:2nd-level-enspelled-armor	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:2nd-level-enspelled-staff	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:2nd-level-enspelled-weapon	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:3rd-level-enspelled-armor	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:3rd-level-enspelled-staff	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:3rd-level-enspelled-weapon	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:4th-level-enspelled-armor	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:4th-level-enspelled-staff	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:4th-level-enspelled-weapon	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:5th-level-enspelled-armor	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:5th-level-enspelled-staff	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:5th-level-enspelled-weapon	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:6th-level-enspelled-armor	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:6th-level-enspelled-staff	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:6th-level-enspelled-weapon	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:7th-level-enspelled-armor	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:7th-level-enspelled-staff	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:7th-level-enspelled-weapon	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:8th-level-enspelled-armor	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:8th-level-enspelled-staff	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:8th-level-enspelled-weapon	Close match	effect:warded	jb2a.magic_signs.rune.02.complete.01.blue	psfx.magic-signs.rune.v1.evocation.intro	Enspelled: the bound spell sits as a rune on the item.
effect:ablaze	Close match	effect:burning	jb2a.markers.runes.red.03	psfx.weapon-swooshes.fire.v1.group01	The Flame Tongue is lit: the blade burns until it is put out.
effect:abyssal-language	No proposed FX				A language the armour grants — nothing to play.
effect:adamantine-ammunition	No proposed FX				A property of the head, not a moment. The shot itself has a proposal on the item record.
effect:adamantine-armor	No proposed FX				Worn, always on — no moment to play.
effect:adamantine-weapon	No proposed FX				A property of the edge, not a moment. The swing has a proposal on the weapon record.
effect:air-bubble	Close match	effect:unrestricted-movement	jb2a.bubble.001.001.loop.blue	psfx.casting.water.001	A bubble of air at the wearer's head.
effect:air-focus	Close match	effect:flight	jb2a.wind_stream.400.white	psfx.cantrips.gust.v1	The ring's attunement to air.
effect:ammunition-1	No proposed FX				A plus on the head — the shot has a proposal on the item record.
effect:ammunition-2	No proposed FX				A plus on the head — the shot has a proposal on the item record.
effect:ammunition-3	No proposed FX				A plus on the head — the shot has a proposal on the item record.
effect:ammunition-of-slaying-aberrations	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind: a force burst at the target — all fourteen creature types read the same.
effect:ammunition-of-slaying-beasts	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-celestials	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-constructs	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-dragons	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-elementals	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-fey	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-fiends	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-giants	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-humanoids	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-monstrosities	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-oozes	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-plants	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:ammunition-of-slaying-undead	Close match	effect:outlined	jb2a.markers.light.complete.purple	psfx.impacts.magicaleffects.generic.002.001	Ammunition of Slaying finds its kind — all fourteen read the same.
effect:anchor	No proposed FX				A boat that will not move — nothing on a token to play.
effect:animated-shield	Close match	effect:protected	jb2a.markers.shield.blue.03	psfx.magic-signs.rune.v1.abjuration.intro	The shield floats and guards.
effect:aquatic-bonuses-swimming-and-breathing	No proposed FX				Worn, always on — no moment to play.
effect:archmagi-armor	No proposed FX				Worn, always on — no moment to play.
effect:armor-1	No proposed FX				A plus on the armour — no moment to play.
effect:armor-2	No proposed FX				A plus on the armour — no moment to play.
effect:armor-3	No proposed FX				A plus on the armour — no moment to play.
